paragraph,gpt_oss_or_label,gpt_oss_or_reasoning,gpt_oss_or_confidence,gpt_oss_or_considered,tier
"4.3.3 How can I make sense of negatives? MAKING ZERO Launch Your teacher will show you an image. What do you notice? What do you wonder? Be prepared to share with your team. Explore In this lesson, you will continue to explore various ways to combine like terms in algebraic expressions by looking for parts of them that make zero. Zero is a relative newcomer to the number system. Its first appearance was as a placeholder around 400 B.C. in Babylon. The Ancient Greeks philosophized about whether zero was even a number: “How can nothing be something?” East Indian mathematicians are generally recognized as the first people to represent the quantity zero as a numeral and number in its own right by about 600 C.E. Zero now holds an important place in mathematics both as a numeral representing the absence of quantity and as a placeholder. Did you know there is no year 0 in the Gregorian calendar system (our current calendar system of 365 days in a year)? Until the creation of zero, number systems began at one. Consider these questions as you work today. • How can you create a zero? • How can you rewrite this expression in the most efficient way? x2 x Lesson Focus LANGUAGE OBJECTIVE Speak: I can share how to use 0 to rewrite algebraic expressions with a partner. STANDARDS FOR MATHEMATICAL PRACTICE 1: Make sense of problems and persevere in solving them. 2: Reason abstractly and quantitatively. 3: Construct viable arguments and critique the reasoning of others. 6: Attend to precision. 7: Look for and make use of structure MAJOR CONCEPTUAL IDEAS • Connections Across Representations • Knowns and Unknowns",NA,"The paragraph is introductory instructional text about zero and combining like terms, with no mention of errors, mistakes, or comparing student work.",high,,C_control
"CL 9-80. What are the area and circumference of a circle with a radius of 6.5 cm? CL 9-81. What are the surface area and volume of each solid? a. The shape is composed of rectangular prisms. b. The shape is a right prism with a base area of 48 cm2. CL 9-82. Calculate the surface area and volume of a prism with a square base, sides of 8 inches, and a height of 12 inches. CL 9-83. Jamie bought a bluetooth speaker on sale for $65. The original price was $80. What percent discount did she receive? CL 9-84. Manuela found a great deal on pens: 3 for $0.99. It was such a good deal that she decided to buy two dozen pens. How much did she pay for all of the pens? 18′ 40′ 4′ 8′ 12′ 7′ 15 cm 14 cm 5 cm 5 cm 9 cm",NA,"The paragraph lists standard geometry and word problems without mentioning errors, mistakes, or comparing student work.",high,,C_control
"5.3.5 How can I solve it? MORE WORD PROBLEM SOLVING Launch Your teacher will display an image for you and ask you to determine, “How many?” Hold a hand close to your chest and extend one finger when you have an answer and a counting strategy. Explore The health of human communities and societies depends on the health of the natural environment around us, including many living organisms. In this lesson, you will learn more about some insects and other invertebrates and their importance to the ecosystem and to humans. You will solve problems involving these living things and their life cycles using the 5-D Process. Use the following questions to focus your team’s discussion as you work. • What is the problem asking? • What is the relationship between the quantities involved? • How can you decide which part of the problem to represent as x? • What if a different quantity were represented by x? 5-D Lesson Focus LANGUAGE OBJECTIVE Write: With teammates, I can organize the work to solve complex word problems using the 5-D Process. STANDARDS FOR MATHEMATICAL PRACTICE 1: Make sense of problems and persevere in solving them. 2: Reason abstractly and quantitatively. 4: Model with mathematics. 5: Use appropriate tools strategically. 6: Attend to precision. MAJOR CONCEPTUAL IDEAS • Knowns and Unknowns • Math in the World",NA,"The paragraph provides instructional guidance for solving word problems and does not involve identifying or correcting errors, comparing student work, or warning about common mistakes.",high,,C_control
"Checkpoint Materials Additional Practice For each problem 1 through 6, create a histogram. For each problem 7 through 12, create a box plot. State the quartiles and the interquartile range. 1. Number of heads showing in 20 tosses of three coins: 2, 2, 1, 3, 1, 0, 2, 1, 2, 1, 1, 2, 0, 1, 3, 2, 1, 3, 1, 2 2. Number of even numbers out of 5 rolls of a dice for 14 rounds: 4, 2, 2, 3, 1, 2, 1, 1, 3, 3, 2, 2, 4, 5 3. Number of fish caught by seven fishermen: 2, 3, 0, 3, 3, 1, 5 4. Number of girls in nine local scouting troops: 12, 13, 15, 10, 11, 12, 15, 11, 12 5. Number of birthdays in March in various 2nd grade classes: 5, 1, 0, 0, 2, 4, 4, 1, 3, 1, 0, 4 6. Laps jogged by 15 students: 10, 15, 10, 13, 20, 14, 17, 10, 15, 20, 8, 7, 13, 15, 12 7. Number of days of rain in different cities: 6, 8, 10, 9, 7, 7, 11, 12, 6, 12, 14, 10 8. Number of times a frog croaked per minute: 38, 23, 40, 12, 35, 27, 51, 26, 24, 14, 38, 41, 23, 17 9. Speed of 15 different cars in miles per hour: 30, 35, 40, 23, 33, 32, 28, 37, 30, 31, 29, 33, 39, 22, 30 10. Typing speed of 12 students in words per minute: 28, 30, 60, 26, 47, 53, 39, 42, 48, 27, 23, 86 11. Number of face cards pulled out of 13 cards drawn for 15 rounds: 1, 4, 2, 1, 1, 0, 0, 2, 1, 3, 3, 0, 0, 2, 1 12. Height of 15 students in inches: 48, 55, 56, 65, 67, 60, 60, 57, 50, 59, 62, 65, 58, 70, 68 Answers 1. NUMBER OF HEADS SHOWING FREQUENCY 2. NUMBER OF EVEN ROLLS FREQUENCY Core Connections Course 2 3. NUMBER OF FISH CAUGHT FREQUENCY 4. FREQUENCY NUMBER OF GIRLS 5. FREQUENCY NUMBER OF BIRTHDAYS IN MARCH 6. LAPS JOGGED FREQUENCY 7. DAYS OF RAIN 9.5 11.5 Q1 = 7, median = 9.5, Q3 = 11.5, IQR = 4.5 8. 26.5 CROAKS PER MINUTE Q1 = 23, median = 26.5, Q3 = 38, IQR = 15 9. SPEED OF CAR (mph) Q1 = 29, median = 31, Q3 = 35, IQR = 6 10. 40.5 50.5 27.5 TYPING SPEED (words per minute) Q1 = 27.5, median = 40.5, Q3 = 50.5, IQR = 23 11. NUMBER OF FACE CARDS PULLED Q1 = 0, median = 1, Q3 = 2, IQR = 2 12. HEIGHT (inches) Q1 = 56, median = 60, Q3 = 65, IQR = 9",NA,"The paragraph only gives practice instructions for creating histograms and box plots; it does not reference any errors, student work, or warnings about mistakes.",high,,C_control
"Methods & Meanings continues on next page. Methods & Meanings POLYGONS, PRISMS, AND PYRAMIDS A polygon is a two-dimensional closed figure made of straight line segments connected end to end. The segments, called sides, may not cross. The point where two sides meet is called a vertex (plural: vertices). Polygons are named by the number of sides they have. Polygons with three through ten sides are named and illustrated. Three-dimensional figures are those that have length, width, and height. If a three-dimensional figure is completely bounded by polygons and their interiors, it is a polyhedron. The polygons are called faces, and an edge is where two faces meet. A cube and a pyramid are each an example of a polyhedron. TRIANGLE QUADRILATERAL PENTAGON HEXAGON HEPTAGON OCTAGON NONAGON DECAGON FACES EDGES VERTICES",NA,"The paragraph only provides definitions and descriptions of geometric terms without any mention of errors, mistakes, or comparing student work.",high,,C_control
"4.1.3 How can I enlarge a shape? ENLARGING TWO-DIMENSIONAL SHAPES Launch Your teacher will display an image with two shapes for you to compare. As with any Math Chat, think silently and extend one finger close to your chest when you have a response and justification. Explore How do painters design murals so large that you can only see them from a distance? In most cases, designs for large projects like murals are first created as small pieces of art. Then they are enlarged (made bigger) to fit the space to be painted. In this lesson, you will work with your class to enlarge a design that could turn into a mural. Lesson Focus LANGUAGE OBJECTIVE Listen: I can summarize classmates’ ideas about how to enlarge a picture. STANDARDS FOR MATHEMATICAL PRACTICE 1: Make sense of problems and persevere in solving them. 6: Attend to precision. 7: Look for and make use of structure. MAJOR CONCEPTUAL IDEAS • Geometric Relationships • Proportional Relationships",NA,"The paragraph describes a lesson activity about enlarging shapes with no mention of errors, mistakes, or comparing student work.",high,,C_control
"1-76. Use the spinner from the Lesson 1.2.2 Resource Page. Play a game with the spinner while keeping score as follows: • Every time you spin purple, you lose two points. • Every time you spin green, you get one point. • Every time you spin orange, you get three points. If you play this game for a long time, do you think it is more likely that you will end up with a positive score or a negative score? Make a prediction and then try it out. You may want to keep score with counters. Closure Your teacher will give you instructions for a Closure activity.",NA,"The paragraph describes a prediction and experimental activity with a spinner, without mentioning errors, mistakes, or comparing student work.",high,,C_control
"3-46. Now start with five “+” tiles and explore ways to end up with tiles that represent 2. Use your ideas from problem 3-39 to choose the two most efficient ways to do this with only one step. Describe how the two expressions accomplish the same task. 3-47. Rewrite the expression 7 − (−2) as an addition expression that gives the same result. Justify your addition expression using the integer tiles. 3-48. HOW CAN WE REWRITE IT? Do you think that every subtraction problem can be rewritten as an addition problem that gives the same result? Work with your team to develop a convincing argument to answer this question. You may use examples from the list shown or make up your own. 6 + (−2) 6 − 2 7.85 − (−5) 7.85 + 5 (− 3 __ ) − 3 __ (− 3 __ ) + (− 3 __ ) −8 − (−12) −8 + 12 0 − 5 0 + (−5) 0 − (−0.125) 0 + 0.125 3-49. When would rewriting subtraction problems as addition problems be useful? With your team, decide which of the following expressions you may want to rewrite and why. Be prepared to share your reasons with the class. a. −100.86 − (−3.86) b. 21 − (−7) c. −24 − 6 d. (− 4 _ ) − 3 _ e. 0 − 1.12 f. 0 − (−37 1 _ ) 3-50. Work with your team to represent the following problem in at least two ways. First, represent it as an expression containing only addition. Second, represent it as an expression containing addition and subtraction. Be prepared to explain to your class the ways that you see it. While traveling in France, Juno was entertaining himself by riding in an elevator in a very tall building. He started at the ground floor (which, in France, is considered the 0th floor) and went up 26 floors. Then he rode down 7 floors. Next, he went up another 3 floors and then down again another 16 floors. What floor did Juno end up on?",NA,"The paragraph asks students to rewrite expressions, justify, and discuss usefulness, without presenting a student's error or warning about common mistakes.",high,,C_control
Review & Preview 5-112. The area of the rectangle shown is 168 square units. Analyze the diagram then complete parts (a) through (c). a. Describe how the lengths of the two sides are related to each other. b. Which side of the rectangle does Side 2 represent? c. Use the 5-D Process to complete the table. What are the lengths of the two sides of the rectangle? 5-113. Evaluate each expression. a. 1 _ (5 + 13) − 4 · 5 b. (5 + 11) − (24 − 15) · (3) c. 62 + 3 · 7 − 9 ÷ 3 5-114. Combine like terms and rewrite the following variable expressions. a. 2x + 5 + x − 6 + 3x b. x − 8 + x − 5 + x + 1 Trial 3 x + 2 x Trial 2 DEFINE DO DECIDE Side 1 Side 2 Area = (side 1) · (side 2) 168? Trial 1 DESCRIBE/ DRAW DECLARE,NA,"The paragraph presents standard tasks (analyze diagram, evaluate expressions, combine like terms) without mentioning errors, student mistakes, or comparing student work.",high,,C_control
"CL 2-130. 2 __ or 1 __ Need Help? MM: 2.2.5 More Practice Problems 2-85, 2-122 CL 2-131. a. 9 __ or 1 _ b. 12 __ or 1 _ c. 0: There are no purple tiles; impossible Need Help? Lessons 1.2.1, 1.2.2 MM: 1.2.3 RJ: 1.2.1 More Practice Problems CL 1-148, 2-22, 2-58, 2-113 CL 2-132. a. b. Need Help? Lessons 2.3.1, 2.3.2 MM: 1.2.2, 2.3.2 More Practice Problems 2-23, 2-33, 2-59, 2-110, 2-121",NA,"The paragraph only lists practice problem references and prompts for help, with no mention of errors, student work, or error detection.",high,,C_control
"Closure Your teacher will give you instructions for a Closure activity. Review & Preview 6-28. Graph each of the following inequalities on a number line. a. x > 3 b. x ≤ 5 c. x ≥ −4 6-29. Write an algebraic expression for each situation. For example, 5 less than a number can be expressed as n − 5. a. 7 more than a number b. Twice a number Methods & Meanings ALGEBRA VOCABULARY Variable: A letter or symbol that represents one or more unknown numbers. Expression: A combination of numbers, variables, and operation symbols. An expression does not contain an equal sign. One example of an expression is 2x + 3(5 − 2x) + 8. In this case, 5 − 2x is a smaller expression within the larger expression. Term: Part of an expression separated from other parts by addition and subtraction. For example, in the expression 2x + 3(5 − 2x) + 8, the three terms are 2x, 3(5 − 2x), and 8. The expression 5 − 2x has two terms, 5 and 2x. Coefficient: The number multiplied by a variable. In the expression 2x + 3(5 − 2x) + 8, 2 is the coefficient of 2x. In the expression 7x − 15x2, both 7 and 15 are coefficients. Constant term: A number that is not multiplied by a variable. In the expression 2x + 3(5 − 2x) + 8, 8 is a constant term. The number 3 is not a constant term because it is multiplied by a variable inside the parentheses. Factor: Part of a multiplication expression. In the expression 3(5 − 2x), 3 and 5 − 2x are factors.",NA,"The paragraph provides standard instructional tasks and vocabulary definitions without asking students to find or correct errors, compare approaches, or warn about common mistakes.",high,,C_control
"Review & Preview 7-58. Erika is tracking the depth of the water in her local creek. Her first twelve measurements, in inches, are: 16 15 13 12 17 14 11 9 11 9 10 9 a. What are the median, first quartile (Q1), and third quartile (Q3)? b. Create a box plot for the data. Read the Methods & Meanings box in this lesson to review how to make a box plot. c. What is the interquartile range (IQR) for Erika’s data? 7-59. If 1 _ of x is 16, what is 3 _ of x? Justify your answer in more than one way. Methods & Meanings BOX PLOTS A box plot (sometimes called a “box-and-whisker plot”) displays a summary of data using the median, quartiles, and extremes of the data. The box contains “the middle half” of the data. The right segment represents the top 25% of the data, and the left segment represents the bottom 25% of the data. A box plot makes it easy to see where the data is spread out and where it is concentrated. The larger the box, the more the data is spread out. To construct a box plot using a number line that shows the range of the data, draw vertical line segments above the median, first quartile, and third quartile. Then connect the lines from the first and third quartiles to form a rectangle. Next, place vertical line segments above the number line at the highest and lowest data values. Connect the minimum value to the first quartile and the maximum value to the third quartile using horizontal segments. The box plot shown represents the data set 2, 7, 9, 12, 14, 22, 32, 36, and 43. –5 MINIMUM MAXIMUM MEDIAN FIRST QUARTILE THIRD QUARTILE",NA,"The paragraph asks students to compute statistics and create a box plot; it does not present errors, compare work, or warn about common mistakes.",high,,C_control
Review & Preview 6-6. Write the expression shown on each of the Expression Mats. Then represent each expression in fewer terms by making zeros and combining like terms. a. b. 6-7. Which of the following expressions are equivalent to the perimeter of the shape shown? How do you know? A. x + 3 + 3x + 1 B. 2x + 4 + x C. 4x + 4 D. 2x + 2 + 2x + 2 6-8. Evaluate each of the following expressions. a. − 3 _ − 2 _ e. 4 _ − (− 3 _ ) b. 7 _ − 2 _ f. −4 1 _ + 3 1 _ c. 1 _ − 5 _ d. 1 2 _ + (− 2 _ ) x −1 −1 −1 −x x2 x x x x x2 −1 −1 −1 −x x2 x x,NA,"The paragraph consists of routine practice instructions (writing expressions, simplifying, evaluating) with no mention of errors, mistakes, or comparing student work.",high,,C_control
"theoretical probability A calculated probability based on the possible outcomes when each outcome has the same chance of occurring: number of successful outcomes _______________________ total number of possible outcomes . third quartile (Q3) The median of the upper half of an ordered set of data. three-dimensional An object that has height, width, and depth. tick mark A symbol that shows that a number line has been divided into intervals of equal length. See number line. trapezoid A quadrilateral with at least one pair of parallel sides. tree diagram Tree diagrams are useful for representing possible outcomes of probability experiments. For example, the following tree diagram represents the possible outcomes when a coin is flipped twice. triangle A polygon with three sides. Triangle Inequality In a triangle with side lengths a, b, and c, c must be less than the sum of a and b and greater than the difference of a and b. In the example shown, a is greater than b (that is, a > b), so the possible values for c are all numbers such that c > a − b and c < a + b. two-dimensional An object having length and width. uniform See shape (of a data display). unit of measure A standard quantity (such as a centimeter, second, square foot, or gallon) that is used to measure and describe an object. A single object may be measured using different units of measure. For example, a pencil may be 80 mm long, meaning that the pencil is 80 times as long as a unit of 1 mm. However, the same pencil is 8 cm long, so that the pencil is the same length as 8 cm laid end-to-end. This is because 1 cm is the same length as 10 mm. unit rate A rate with a denominator of one when simplified. units digit The numeral in the ones place. heads heads tails tails heads tails a b c Core Connections Course 2",NA,"The paragraph consists solely of definitions and descriptions without any mention of errors, mistakes, or comparing student work.",high,,C_control
"5-102. For parts (a) and (b), write the expression represented on the Expression Mat. Then rewrite the expression, using as few terms as possible by making zeros and combining like terms. a. b. 5-103. Complete the following tasks for the algebra tile shape shown. a. Write an algebraic expression for the perimeter of the shape in two ways: first, by labeling the length of each of the sides and adding them all together; second, by writing an equivalent expression using the fewest terms possible. b. Write an algebraic expression for the area of the shape. x −1 −1 −1 −x −x x2 x x −x −1 x2 x",NA,"The paragraph only gives standard instructions to write and simplify expressions; it does not involve error detection, correction, comparison, or warnings about common mistakes.",high,,C_control
Additional Practice Rewrite each expression using the fewest possible terms. 1. (x2 + 3x + 4) + (x2 + 3x + 2) 2. x2 + 4x + 3 + x2 + 2x + 5 3. 2x2 + 2x – 1 + x2 – 4x + 5 4. 3x2 – x + 7 – 3x2 + 2x + (–4) 5. 2x2 + 4x + (–3) + x2 – 3x + 5 6. 4x2 + 2x – 8 + (–2x2) + 5x + 1 7. –4x2 + 2x + 8 – 3x2 + 5x – 3 8. 3x2 + 2(4x + 1) – 2x2 + 4x + 5 9. 3(5x2 + 4x) – 7 + 2x + 3 10. 3x2 – 4x + 2 + 4(2x2 + 2x) 11. –2(3x2 – x + 2) + 3x – 1 12. 2(x2 – 2x) + 7 + 5(x2 + 4x) – 3 13. 2x2 – 3(x – 3) + 5x2 – 4x 14. –3x + 3(x2 + 2) + (–x) – 4 15. (x2 + 3x + 2) – (x2 – 3x – 2) 16. (2x2 – 5x) – (x2 + 7x) 17. (5x + 6) – (x2 – 5x + 6) 18. 4a + 2b + 3c – 6a + 3b – 6c 19. 3c + 4a – 7c + 5b – (–4a) + 7 20. –5a + 6b – 7c – (3c – 4b – a) Answers 1. 2x2 + 6x + 6 2. 2x2 + 6x + 8 3. 3x2 – 2x + 4 4. x + 3 5. 3x2 + x + 2 6. 2x2 + 7x – 7 7. –7x2 + 7x + 5 8. x2 + 12x + 7 9. 15x2 + 14x – 4 10. 11x2 + 4x + 2 11. –6x2 + 5x – 5 12. 7x2 + 16x + 4 13. 7x2 – 7x + 9 14. 3x2 – 4x + 2 15. 6x + 4 16. x2 – 12x 17. –x2 + 10x 18. –2a + 5b – 3c 19. 8a + 5b – 4c + 7 20. –4a + 10b – 10c,NA,"The paragraph presents a set of practice problems and their answers, with no mention of errors, student work, or warnings about common mistakes.",high,,C_control
"5-79. A report by the International Seafood Sustainability Foundation indicated how much different fishing methods are used in tuna production. Fishing Method Percentage of Tuna Production purse seining 66% longline 9% pole-and-line 7% gillnet 4% miscellaneous 14% a. In 2021, 4.8 million tonnes of tuna were produced. Based on the percentages in the table, how many tonnes of tuna were produced from purse seining? Longline? b. Based on the data provided, what percent increase would gillnet production need to match longline production? c. Dredging and bottom trawl are two fishing methods categorized as “miscellaneous” in the table. Both methods are damaging to the environment because the gear drags on the seabed, and they have increased bycatch (catching the wrong fish). Purse seining does not impact the seabed and has very low bycatch. What might the data in the table suggest about the tuna industry’s decisions about fishing methods? 5-80. Darnell is designing a new game. He will have 110 different-colored blocks in a bag. While a person is blindfolded, they will reach in and pull out a block. The color of the block determines the prize according to Darnell’s sign. a. If he wants players to have a 60% probability of winning a small toy, how many blue blocks should the bag contain? b. If he wants players to have a 10% probability of winning a large stuffed animal, how many green blocks should the bag contain? 5-81. Evaluate each expression. a. 1 1 _ + 2 1 _ b. 4 _ − 2 _ + 1 _ c. 5 3 _ − 1 4 _ blue small toy purple hat green large stuffed animal",NA,"The paragraph presents data and asks calculation questions without showing or asking about errors, mistakes, or comparisons of student work.",high,,C_control
"5-61. Robert found an old game in a closet and wanted to play it. However, a portion of the spinner shown could not be read. What is the value of the missing spinner piece? 5-62. Complete the following Diamond Problems. The pattern used in the Diamond Problems is shown. a. b. c. d. 1_ 1_ 1_ 1_ 1_ ? x + y xy x y 1.2 0.32 −9 −7",NA,"The paragraph presents standard problem prompts (finding a missing spinner value and completing pattern problems) without showing a student's error, comparing approaches, or warning about common mistakes.",high,,C_control
"5.2.6 What if the events are not equally likely? COMPOUND EVENTS Launch Your teacher will show you an image. What do you notice? What do you wonder? Be prepared to share with your team. Explore In Lesson 5.2.5, you used systematic lists, probability tables, and probability trees to organize the outcomes of different probability situations. In this lesson, you will use a probability table to help organize events when one outcome is more likely than another. Lesson Focus LANGUAGE OBJECTIVE Speak: With teammates, I can connect the probability of compound events to an area model. STANDARDS FOR MATHEMATICAL PRACTICE 1: Make sense of problems and persevere in solving them. 2: Reason abstractly and quantitatively. 3: Construct viable arguments and critique the reasoning of others. 4: Model with mathematics. 5: Use appropriate tools strategically. MAJOR CONCEPTUAL IDEAS • Connections Across Representations • Knowns and Unknowns • Probability and Data",NA,"The paragraph is introductory instructional text about probability concepts and does not involve error detection, correction, or comparison of student work.",high,,C_control
"3.3.1 How can I divide? DIVISION WITH RATIONAL NUMBERS Launch Your teacher will display an image for you to see and ask you to determine how many. Hold a hand close to your chest and extend one finger when you have an answer and a counting strategy. Explore A fraction is a symbolic representation of the quotient (answer to a division problem) of two quantities. The fraction 3 _ means 3 ÷ 4, which is 0.75. In this lesson, you will work with dividing fractions, positive and negative mixed numbers, and decimals. 3-93. A rational number is any number that can be written as a quotient or fraction of integers. In other words, it can be written in the form a _ b , with the denominator not equal to zero. a. What mathematical operation does a fraction represent? b. Represent each division problem as a fraction. i. 2 ÷ 8 ii. 72 ÷ 5 iii. 51 ÷ 94 c. Why do you think that the denominator of a fraction cannot equal zero? d. When would it be most useful to use a fraction to compute the answer to a division problem instead of using long division? 3-94. Think about how you rewrote the division problems as fractions. This can also be done with negative rational numbers. Is − 2 _ different from −2 __ 3 , 2 __ −3 , and −2 __ −3 ? Discuss this with your team and decide whether these rational numbers are the same or different. Be prepared to share your answers with the class. 2.23 4.15 ÷ 2 1_ 3_ Lesson Focus LANGUAGE OBJECTIVE Speak: With teammates, I can discuss how to divide by a fraction. STANDARDS FOR MATHEMATICAL PRACTICE 1: Make sense of problems and persevere in solving them. 4: Model with mathematics. 5: Use appropriate tools strategically. MAJOR CONCEPTUAL IDEAS • Connections Across Representations • Knowns and Unknowns",NA,"The paragraph presents instructional content and discussion prompts about division with rational numbers, without showing student errors, asking to find mistakes, or warning about common mistakes.",high,,C_control
"1-16. GUESS MY NUMBER Today, you will play the Guess My Number game. A pencil and paper may come in handy as you play the game. Your teacher will give you clues. 1-17. Make up your own Guess My Number games with your team and be ready to share them with the class. Make at least one game that has only one answer. Also make one that works for all numbers. Can you create a game that does not work for any number? Closure Your teacher will give you instructions for a Closure activity. Methods & Meanings MEAN To understand a set of data, you often need to be able to describe the approximate “center” of that data. One way to do this is to calculate the mean of the data set, which is also called the arithmetic average. To calculate the mean of a set of data, add the values of the data elements (numbers) and then divide by the number of elements of data. The mean is a useful way to describe the data when the set of data does not contain outliers. Outliers are numbers that are much smaller or much larger than most of the other data in the set. Suppose the following data set represents the number of home runs hit by the best seven players on a Major League Baseball team during one season: 16, 26, 21, 9, 13, 15, and 9. The mean is 16 + 26 + 21 + 9 + 13 + 15 + 9 ______________________ 7 = 109 ___ 7 ≈ 15.57. This number shows that a typical player among the best seven home-run hitters on the team hits about 15 or 16 home runs each season.",NA,"The paragraph describes activities and explains how to calculate the mean, without presenting student errors, comparisons, or warnings about common mistakes.",high,,C_control
"Commutative Property of Addition The Commutative Property of Addition states that if two terms are added, then the order may be reversed with no effect on the total. That is, a + b = b + a. For example, 7 + 12 = 12 + 7. Commutative Property of Multiplication The Commutative Property of Multiplication states that if two expressions are multiplied, then the order may be reversed with no effect on the result. That is, ab = ba. For example, 5 · 8 = 8 · 5. comparison symbol See inequality symbol. compass In this course, a compass is a tool used to draw circles. complement The complement of an event is the set of all outcomes in the sample space that are not included in the event. complementary angles Two angles whose measures add up to 90°. Angles T and V are complementary because m∠T + m∠V = 90°. Complementary angles may also be adjacent, like ∠ABC and ∠CBD in the diagram. complex fraction A fraction with a fraction in the numerator and/or denominator. composite number A number with more than two factors. composite shape A shape made of several simpler shapes. compound event A compound event in probability is an outcome that depends on two or more other events. For example, calculating the probability that both a red ball and also a blue block are drawn from a bag in two draws. congruent Two shapes are congruent if they have exactly the same shape and size. Congruent shapes have a scale factor of 1. conjecture An educated guess that often results from noticing a pattern. consecutive integers Integers that are in order without skipping any integers. For example, 8, 9, and 10 are consecutive integers. constant of proportionality (k) In a proportional relationship, equations are of the form y = kx, where k is the constant of proportionality. constant term A number that is not multiplied by a variable. In the expression 2x + 3(5 − 2x) + 8, the number 8 is a constant term. The number 3 is not a constant term because it is multiplied by a variable inside the parentheses. construction (geometric) In mathematics, it is the process of using a straightedge and compass to create geometric diagrams. convenience sample A subgroup of the population for which it was easy to collect data. A convenience sample is not a random sample. A C D B 40° 50° T V Core Connections Course 2",NA,"The paragraph only provides definitions and examples of mathematical terms; it does not present any errors, compare student work, or warn about common mistakes.",high,,C_control
"straight angle An angle that measures 180°. This occurs when the rays of the angle point in opposite directions, forming a line. straightedge A tool used as a guide to draw lines, rays, and segments. subproblems A problem solving strategy that breaks a problem into smaller parts that must be solved in order to solve the original, more complex problem. substitution Replacing one symbol with a number, a variable, or another algebraic expression of the same value. Substitution does not change the value of the overall expression. For example, suppose that the expression 13x − 6 must be evaluated for x = 4. Since x has the value 4, 4 may be substituted into the expression wherever x appears, giving the equivalent expression 13(4) − 6. subtraction (−) An operation that gives the difference between two numbers. sum The result of adding two or more numbers. For example, the sum of 4 and 5 is 9. Super Giant One A Giant One in which either or both the numerator and denominator are fractions. supplementary angles Two angles whose measures add up to 180°. Angles A and B are supplementary because m∠A + ∠B = 180°. Supplementary angles may also be adjacent like ∠LMP and ∠PMN in the diagram. surface area The sum of all the area(s) of the surface(s) of a three-dimensional solid. For example, the surface area of a prism is the sum of the areas of its top and bottom bases, and its vertical surfaces (lateral faces). symmetric See shape (of a data display). systematic list A list created by following a system (organized process). When calculating probabilities, a systematic list helps to determine all outcomes of a sample space or event. term A term is a single number, variable, or the product of numbers and variables, such as −45, 1.2x, and 3xy2. terminating decimal A terminating decimal is a decimal that has only a finite number of non-zero digits, such as 4.067. Terminating decimals are a particular kind of repeating decimal for which the repeating portion is zeros, so the example could be written 4.0670000000… but it is not necessary to write the zeros at the end. 180° L M N P A 76° B 104° Glossary",NA,The paragraph provides glossary definitions and examples without asking the reader to find or correct errors.,high,,C_control
"Closure For this journal entry, write the title, read the prompt, and write your response. The use of questions to understand a variety of perspectives and to engage in collaborative thinking and learning is critical to your growth as a mathematician. In addition, you should ask yourself questions to monitor your own thinking and learning. • How comfortable are you with asking questions in your team? In front of the whole class? • When you are unsure of how to solve a problem, what type of questions would be helpful for you to ask? Answers and Support for Closure Problems MM = Methods & Meanings, RJ = Reflection Journal CL 6-133. a. 2x + 2 = −2 b. x = −2 c. 2(−2) + 2 = −2 −4 + 2 = −2 −2 = −2 Need Help? Lessons 6.2.1, 6.2.2, 6.2.3 MM: 6.2.1, 6.2.2, 6.2.3 RJ: 6.1.2, 6.2.3 More Practice Problems 6-53, 6-77, 6-88, 6-95, 6-108, 6-117, 6-128",NA,"The paragraph is a reflective journal prompt asking students to consider their questioning habits and includes example solutions, but it does not present a student's error, ask to find or correct an error, compare approaches, or warn about common mistakes.",high,,C_control
"Closure 2-72. REFLECTION JOURNAL For this journal entry, write the title, read the prompt, and write your response. Copy the questions or incorporate them into your response. A positive classroom experience is built upon the strengths that each student brings to the class. Reflect and write about your strengths as a student and a classmate. • What do you believe is one (or more) of your strengths as a student? • How has this helped you in your learning? • How can you build on that to add to a more positive classroom experience for you and your classmates?",NA,"The paragraph asks students to reflect on personal strengths; it contains no mention of errors, mistakes, or comparing student work.",high,,C_control
"CL 6-134. Write an expression for each side of the Expression Comparison Mat. a. Use valid moves to reduce the number of tiles and determine which side is greater. b. If x = 4, would your answer to part (a) change? Explain. CL 6-135. Serena found this spinner. Help her determine the probability of spinning each of the following colors on the spinner. a. What is the P(yellow or blue)? b. What is the P(not red)? c. What is the P(green)? −1 −1 −1 −1 −1 x x x x x −x −x −x BLUE GREEN RED YELLOW 1_ 1_ 2_",NA,"The paragraph asks students to write expressions, reduce tiles, and compute probabilities; it does not involve identifying or correcting errors, comparing conflicting student answers, or warning about common mistakes.",high,,C_control
"CL 4-112. B; It is the only table that could contain (0, 0) and that grows using a Giant One. Need Help? MM: 4.2.4 RJ: 4.2.2, 4.2.4 More Practice Problems 4-37, 4-38, 4-49, 4-57, 4-58, 4-59, 4-80 CL 4-113. 66 2 _ % Need Help? Lessons 1.2.1, 1.2.2, 1.2.3 MM: 1.2.3 RJ: 1.2.1 More Practice Problems CL 1-148, CL 2-131, 4-50, 4-62",NA,"The paragraph is a list of references and practice problem identifiers with no mention of errors, student work, or error-focused prompts.",high,,C_control
